1,1,120.33,329.9,138.87,65.70000000000005,1,1,1.0
1,2,203.4,247.4,104.29999999999998,46.97,1,1,1.0
1,3,730.2,263.3,77.29999999999995,44.80000000000001,1,1,1.0
2,1,95.8,334.24,142.39999999999998,65.69999999999999,1,1,1.0
2,2,204.85,247.4,104.29999999999998,46.97,1,1,1.0
2,3,717.9,265.47,77.30000000000007,44.799999999999955,1,1,1.0
3,1,69.04,336.41,151.06,69.28999999999996,1,1,1.0
3,2,204.83,247.43,104.29999999999998,46.96999999999997,1,1,1.0
3,3,704.16,266.19,81.62,47.00999999999999,1,1,1.0
4,1,43.72,339.3,153.93,72.19999999999999,1,1,1.0
4,2,204.81,247.46,104.30000000000001,46.97,1,1,1.0
4,3,688.97,269.8,82.36000000000001,45.56999999999999,1,1,1.0
5,1,18.4,341.47,156.10999999999999,73.63,1,1,1.0
5,2,204.8,247.48,104.30000000000001,46.97999999999999,1,1,1.0
5,3,675.95,270.52,82.3599999999999,47.78000000000003,1,1,1.0
6,1,0.0,347.26,150.6,73.63,1,1,1.0
6,2,204.78,247.51,104.29999999999998,46.97000000000003,1,1,1.0
6,3,661.48,270.52,83.81999999999994,49.18000000000001,1,1,1.0
7,1,0.0,351.6,129.62,74.29999999999995,1,1,1.0
7,2,204.76,247.54,104.30000000000001,46.97,1,1,1.0
7,3,645.6,272.0,86.67999999999995,52.04000000000002,1,1,1.0
8,1,0.0,351.6,106.5,82.22999999999996,1,1,1.0
8,2,204.74,247.57,104.30000000000001,46.97000000000003,1,1,1.0
8,3,631.9,274.17,88.80000000000007,52.039999999999964,1,1,1.0
9,1,0.0,356.66,81.9,72.03999999999996,1,1,1.0
9,2,204.73,247.59,104.29999999999998,46.97999999999999,1,1,1.0
9,3,616.03,276.34,90.97000000000003,52.04000000000002,1,1,1.0
10,1,0.0,362.45,55.14,69.17000000000002,1,1,1.0
10,2,204.71,247.62,104.29999999999998,46.98000000000002,1,1,1.0
10,3,601.56,277.06,90.94000000000005,54.94,1,1,1.0
11,1,0.0,363.17,31.3,69.18,1,1,1.0
11,2,204.69,247.65,104.30000000000001,46.97,1,1,1.0
11,3,585.65,277.79,94.55000000000007,56.40999999999997,1,1,1.0
12,2,204.68,247.68,104.29000000000002,46.96999999999997,1,1,1.0
12,3,570.46,279.95,94.54999999999995,56.420000000000016,1,1,1.0
13,2,204.66,247.7,104.29999999999998,46.98000000000002,1,1,1.0
13,3,555.99,281.4,94.54999999999995,56.420000000000016,1,1,1.0
